device_id,timestamp,voltage,current,power,energy,frequency,power_factor
3,2025-04-27T22:35:58+05:30,229.0,0.641,138.0,0.66,50.0,0.94
3,2025-04-27T22:35:59+05:30,229.7,0.72,140.6,0.699,49.9,0.85
5,2025-04-27T22:36:00+05:30,230.8,0.701,158.6,0.949,49.9,0.98
3,2025-04-27T22:36:01+05:30,227.6,0.607,131.2,0.735,50.1,0.95
2,2025-04-27T22:36:02+05:30,228.9,1.198,252.3,2.335,50.0,0.92
4,2025-04-27T22:36:03+05:30,231.0,0.317,68.8,0.4,50.0,0.94
3,2025-04-27T22:36:04+05:30,227.4,0.771,150.8,0.777,49.9,0.86
1,2025-04-27T22:36:05+05:30,230.3,0.293,65.5,0.253,50.0,0.97
1,2025-04-27T22:36:06+05:30,228.2,0.303,66.4,0.271,50.1,0.96
3,2025-04-27T22:36:07+05:30,228.8,0.715,150.5,0.819,50.0,0.92
2,2025-04-27T22:36:08+05:30,229.0,1.422,302.8,2.419,50.2,0.93
4,2025-04-27T22:36:09+05:30,230.5,0.441,94.5,0.426,49.9,0.93
2,2025-04-27T22:36:10+05:30,227.6,1.446,296.2,2.501,49.9,0.9
2,2025-04-27T22:36:11+05:30,232.2,1.272,257.0,2.572,50.0,0.87
5,2025-04-27T22:36:12+05:30,230.3,0.608,124.6,0.984,49.9,0.89
2,2025-04-27T22:36:13+05:30,229.4,1.353,288.7,2.652,49.9,0.93
3,2025-04-27T22:36:14+05:30,227.3,0.867,183.3,0.87,49.9,0.93
5,2025-04-27T22:36:15+05:30,231.7,0.503,111.9,1.015,49.9,0.96
5,2025-04-27T22:36:16+05:30,228.6,0.736,163.2,1.06,50.2,0.97
5,2025-04-27T22:36:17+05:30,229.8,0.685,141.7,1.099,50.1,0.9
3,2025-04-27T22:36:18+05:30,230.9,0.746,156.7,0.914,49.9,0.91
2,2025-04-27T22:36:19+05:30,230.1,2.041,432.1,2.772,50.1,0.92
2,2025-04-27T22:36:20+05:30,232.1,1.505,303.9,2.856,50.1,0.87
4,2025-04-27T22:36:21+05:30,227.3,0.366,74.9,0.447,50.0,0.9
1,2025-04-27T22:36:22+05:30,227.0,0.326,71.8,0.291,49.9,0.97
4,2025-04-27T22:36:23+05:30,228.6,0.296,65.0,0.465,49.9,0.96
5,2025-04-27T22:36:24+05:30,230.0,0.817,176.6,1.148,50.2,0.94
2,2025-04-27T22:36:25+05:30,230.9,1.569,336.9,2.95,50.0,0.93
4,2025-04-27T22:36:26+05:30,228.6,0.345,74.1,0.486,50.1,0.94
3,2025-04-27T22:36:27+05:30,229.9,0.672,145.2,0.954,50.0,0.94
4,2025-04-27T22:36:28+05:30,230.0,0.518,113.2,0.517,49.9,0.95
3,2025-04-27T22:36:29+05:30,233.5,0.627,127.4,0.989,49.9,0.87
4,2025-04-27T22:36:30+05:30,229.1,0.315,68.6,0.536,49.9,0.95
2,2025-04-27T22:36:31+05:30,233.4,1.69,335.3,3.043,50.1,0.85
4,2025-04-27T22:36:32+05:30,229.5,0.376,80.3,0.558,50.0,0.93
1,2025-04-27T22:36:33+05:30,232.7,0.316,69.9,0.31,50.0,0.95
5,2025-04-27T22:36:34+05:30,228.9,0.419,82.5,1.171,50.0,0.86
1,2025-04-27T22:36:35+05:30,228.5,0.174,39.8,0.321,50.0,1.0
1,2025-04-27T22:36:36+05:30,230.8,0.272,60.3,0.338,49.8,0.96
5,2025-04-27T22:36:37+05:30,230.0,0.424,83.9,1.194,50.0,0.86
5,2025-04-27T22:36:38+05:30,227.4,0.343,67.1,1.213,50.0,0.86
2,2025-04-27T22:36:39+05:30,229.2,1.665,316.7,3.131,50.1,0.83
1,2025-04-27T22:36:40+05:30,230.4,0.401,88.7,0.363,49.9,0.96
5,2025-04-27T22:36:41+05:30,228.1,0.558,126.0,1.248,49.9,0.99
3,2025-04-27T22:36:42+05:30,233.0,0.809,175.3,1.038,50.0,0.93
2,2025-04-27T22:36:43+05:30,227.1,1.206,246.5,3.199,50.0,0.9
3,2025-04-27T22:36:44+05:30,231.5,0.784,156.1,1.081,50.1,0.86
1,2025-04-27T22:36:45+05:30,230.2,0.294,65.0,0.381,49.9,0.96
1,2025-04-27T22:36:46+05:30,229.6,0.237,53.9,0.396,50.3,0.99
1,2025-04-27T22:36:47+05:30,229.3,0.262,59.5,0.413,50.0,0.99
1,2025-04-27T22:36:48+05:30,229.7,0.333,75.0,0.434,50.2,0.98
4,2025-04-27T22:36:49+05:30,230.6,0.378,79.3,0.58,50.0,0.91
1,2025-04-27T22:36:50+05:30,227.4,0.327,72.1,0.454,50.0,0.97
4,2025-04-27T22:36:51+05:30,230.2,0.393,88.7,0.605,50.0,0.98
5,2025-04-27T22:36:52+05:30,230.0,0.731,151.3,1.29,50.1,0.9
1,2025-04-27T22:36:53+05:30,230.3,0.341,75.4,0.475,50.0,0.96
2,2025-04-27T22:36:54+05:30,228.7,1.548,325.7,3.289,49.9,0.92
2,2025-04-27T22:36:55+05:30,228.1,2.052,397.9,3.4,49.9,0.85
1,2025-04-27T22:36:56+05:30,227.4,0.448,97.8,0.502,50.0,0.96
4,2025-04-27T22:36:57+05:30,224.7,0.428,86.6,0.629,50.0,0.9
3,2025-04-27T22:36:58+05:30,229.4,0.729,150.5,1.123,50.0,0.9
2,2025-04-27T22:36:59+05:30,228.3,1.218,261.4,3.473,50.0,0.94
5,2025-04-27T22:37:00+05:30,231.0,0.752,154.6,1.333,49.9,0.89
1,2025-04-27T22:37:01+05:30,227.2,0.297,67.5,0.521,50.0,1.0
1,2025-04-27T22:37:02+05:30,227.7,0.41,89.6,0.546,50.0,0.96
1,2025-04-27T22:37:03+05:30,228.5,0.312,69.2,0.565,50.0,0.97
3,2025-04-27T22:37:04+05:30,228.7,0.699,145.5,1.163,50.0,0.91
2,2025-04-27T22:37:05+05:30,228.7,1.501,284.9,3.552,50.1,0.83
2,2025-04-27T22:37:06+05:30,229.5,1.357,280.3,3.63,50.1,0.9
2,2025-04-27T22:37:07+05:30,231.9,1.169,219.6,3.691,50.1,0.81
3,2025-04-27T22:37:08+05:30,230.6,0.758,164.3,1.209,50.0,0.94
2,2025-04-27T22:37:09+05:30,228.3,1.661,356.5,3.79,50.1,0.94
4,2025-04-27T22:37:10+05:30,230.7,0.419,93.8,0.655,50.1,0.97
1,2025-04-27T22:37:11+05:30,229.9,0.264,59.5,0.582,50.1,0.98
3,2025-04-27T22:37:12+05:30,229.9,0.772,154.4,1.252,49.9,0.87
4,2025-04-27T22:37:13+05:30,232.4,0.408,92.0,0.681,50.0,0.97
4,2025-04-27T22:37:14+05:30,233.2,0.378,82.9,0.704,50.2,0.94
2,2025-04-27T22:37:15+05:30,227.8,1.34,280.8,3.868,49.9,0.92
5,2025-04-27T22:37:16+05:30,229.2,0.326,63.5,1.351,50.0,0.85
5,2025-04-27T22:37:17+05:30,228.6,0.697,153.0,1.393,50.0,0.96
2,2025-04-27T22:37:18+05:30,229.5,1.535,317.1,3.956,50.0,0.9
4,2025-04-27T22:37:19+05:30,229.4,0.385,82.1,0.727,50.2,0.93
3,2025-04-27T22:37:20+05:30,229.1,0.664,135.4,1.29,50.0,0.89
4,2025-04-27T22:37:21+05:30,228.0,0.477,100.1,0.755,50.0,0.92
3,2025-04-27T22:37:22+05:30,231.8,0.89,187.7,1.342,49.9,0.91
1,2025-04-27T22:37:23+05:30,230.6,0.291,66.4,0.6,50.1,0.99
1,2025-04-27T22:37:24+05:30,230.0,0.4,89.2,0.625,49.9,0.97
1,2025-04-27T22:37:25+05:30,227.6,0.255,57.5,0.641,50.1,0.99
5,2025-04-27T22:37:26+05:30,229.2,0.655,145.6,1.433,50.1,0.97
3,2025-04-27T22:37:27+05:30,228.2,0.625,122.7,1.376,49.9,0.86
5,2025-04-27T22:37:28+05:30,231.8,0.358,75.5,1.454,50.0,0.91
4,2025-04-27T22:37:29+05:30,229.7,0.343,73.3,0.775,50.0,0.93
3,2025-04-27T22:37:30+05:30,231.0,0.549,110.3,1.407,50.3,0.87
2,2025-04-27T22:37:31+05:30,226.9,1.476,301.4,4.04,49.9,0.9
1,2025-04-27T22:37:32+05:30,230.3,0.428,95.6,0.668,50.0,0.97
1,2025-04-27T22:37:33+05:30,226.5,0.333,74.7,0.689,49.9,0.99
5,2025-04-27T22:37:34+05:30,230.2,0.347,71.9,1.474,50.1,0.9
1,2025-04-27T22:37:35+05:30,228.3,0.486,105.4,0.718,50.1,0.95
2,2025-04-27T22:37:36+05:30,229.8,0.766,147.9,4.081,49.8,0.84
3,2025-04-27T22:37:37+05:30,231.7,0.649,129.3,1.443,49.9,0.86
3,2025-04-27T22:37:38+05:30,232.4,0.67,146.4,1.484,49.9,0.94
2,2025-04-27T22:37:39+05:30,229.5,1.423,284.1,4.16,49.9,0.87
4,2025-04-27T22:37:40+05:30,230.9,0.424,89.1,0.8,50.0,0.91
1,2025-04-27T22:37:41+05:30,231.6,0.333,74.0,0.739,49.9,0.96
2,2025-04-27T22:37:42+05:30,224.4,1.422,271.2,4.235,49.9,0.85
5,2025-04-27T22:37:43+05:30,231.1,0.377,80.2,1.496,50.0,0.92
1,2025-04-27T22:37:44+05:30,234.7,0.301,68.5,0.758,49.9,0.97
4,2025-04-27T22:37:45+05:30,229.7,0.372,83.7,0.823,50.0,0.98
5,2025-04-27T22:37:46+05:30,228.3,0.659,130.9,1.532,50.0,0.87
5,2025-04-27T22:37:47+05:30,229.5,0.249,49.7,1.546,49.9,0.87
4,2025-04-27T22:37:48+05:30,228.1,0.4,88.5,0.848,49.8,0.97
5,2025-04-27T22:37:49+05:30,228.3,0.225,45.7,1.559,49.9,0.89
5,2025-04-27T22:37:50+05:30,229.1,0.95,191.5,1.612,50.2,0.88
4,2025-04-27T22:37:51+05:30,229.0,0.423,94.0,0.874,49.9,0.97
3,2025-04-27T22:37:52+05:30,230.7,0.674,135.3,1.522,50.1,0.87
4,2025-04-27T22:37:53+05:30,230.7,0.377,78.3,0.896,50.0,0.9
4,2025-04-27T22:37:54+05:30,237.3,0.406,89.6,0.921,50.2,0.93
1,2025-04-27T22:37:55+05:30,230.2,0.395,89.1,0.783,50.1,0.98
3,2025-04-27T22:37:56+05:30,230.6,0.718,145.7,1.562,50.0,0.88
4,2025-04-27T22:37:57+05:30,226.7,0.387,81.6,0.944,50.1,0.93
4,2025-04-27T22:37:58+05:30,229.7,0.316,67.5,0.963,49.9,0.93
1,2025-04-27T22:37:59+05:30,233.2,0.306,70.6,0.803,50.0,0.99
4,2025-04-27T22:38:00+05:30,229.7,0.474,100.2,0.991,49.8,0.92
1,2025-04-27T22:38:01+05:30,230.7,0.311,71.0,0.823,49.9,0.99
5,2025-04-27T22:38:02+05:30,226.5,0.851,165.8,1.658,50.0,0.86
3,2025-04-27T22:38:03+05:30,232.7,0.703,140.7,1.601,49.9,0.86
1,2025-04-27T22:38:04+05:30,231.0,0.285,63.9,0.841,49.9,0.97
4,2025-04-27T22:38:05+05:30,231.1,0.368,79.1,1.013,49.9,0.93
1,2025-04-27T22:38:06+05:30,233.6,0.395,92.3,0.867,49.9,1.0
2,2025-04-27T22:38:07+05:30,231.3,1.4,275.2,4.311,49.8,0.85
4,2025-04-27T22:38:08+05:30,228.9,0.317,69.7,1.032,49.9,0.96
5,2025-04-27T22:38:09+05:30,229.5,0.694,152.9,1.7,50.1,0.96
2,2025-04-27T22:38:10+05:30,229.1,1.565,297.6,4.394,50.0,0.83
3,2025-04-27T22:38:11+05:30,232.1,0.579,125.0,1.636,49.9,0.93
1,2025-04-27T22:38:12+05:30,230.3,0.184,40.3,0.878,50.1,0.95
4,2025-04-27T22:38:13+05:30,226.8,0.428,91.2,1.057,50.1,0.94
1,2025-04-27T22:38:14+05:30,232.2,0.251,56.5,0.894,50.1,0.97
1,2025-04-27T22:38:15+05:30,231.5,0.221,49.6,0.908,49.9,0.97
3,2025-04-27T22:38:16+05:30,229.5,0.75,156.6,1.679,50.0,0.91
2,2025-04-27T22:38:17+05:30,231.3,1.411,293.7,4.476,50.2,0.9
1,2025-04-27T22:38:18+05:30,230.2,0.273,61.6,0.925,50.1,0.98
3,2025-04-27T22:38:19+05:30,230.2,0.783,164.0,1.725,49.9,0.91
1,2025-04-27T22:38:20+05:30,232.8,0.382,88.0,0.949,50.2,0.99
1,2025-04-27T22:38:21+05:30,231.0,0.299,68.4,0.968,49.9,0.99
5,2025-04-27T22:38:22+05:30,229.7,0.569,128.1,1.736,49.9,0.98
2,2025-04-27T22:38:23+05:30,229.1,1.626,305.5,4.561,50.1,0.82
4,2025-04-27T22:38:24+05:30,228.5,0.351,75.4,1.078,50.2,0.94
4,2025-04-27T22:38:25+05:30,231.4,0.325,73.7,1.098,49.9,0.98
1,2025-04-27T22:38:26+05:30,231.2,0.317,71.8,0.988,49.9,0.98
5,2025-04-27T22:38:27+05:30,228.0,0.627,141.5,1.775,49.8,0.99
1,2025-04-27T22:38:28+05:30,229.9,0.318,70.2,1.008,49.8,0.96
3,2025-04-27T22:38:29+05:30,230.4,0.824,178.5,1.775,50.1,0.94
5,2025-04-27T22:38:30+05:30,227.3,0.458,93.7,1.801,50.1,0.9
2,2025-04-27T22:38:31+05:30,230.3,1.286,239.9,4.628,49.8,0.81
2,2025-04-27T22:38:32+05:30,228.3,1.402,268.9,4.703,49.9,0.84
4,2025-04-27T22:38:33+05:30,233.3,0.429,92.1,1.124,50.0,0.92
1,2025-04-27T22:38:34+05:30,231.5,0.259,59.4,1.024,50.1,0.99
2,2025-04-27T22:38:35+05:30,233.0,1.775,368.1,4.805,50.1,0.89
5,2025-04-27T22:38:36+05:30,230.0,0.494,100.0,1.829,49.9,0.88
3,2025-04-27T22:38:37+05:30,231.5,0.833,179.3,1.825,50.1,0.93
5,2025-04-27T22:38:38+05:30,230.5,0.903,193.6,1.883,49.9,0.93
5,2025-04-27T22:38:39+05:30,228.3,0.611,124.1,1.917,49.9,0.89
1,2025-04-27T22:38:40+05:30,230.6,0.357,80.7,1.046,50.1,0.98
3,2025-04-27T22:38:41+05:30,231.4,0.811,176.4,1.874,49.9,0.94
1,2025-04-27T22:38:42+05:30,228.4,0.24,53.7,1.061,50.0,0.98
2,2025-04-27T22:38:43+05:30,237.3,1.617,314.6,4.892,50.1,0.82
3,2025-04-27T22:38:44+05:30,228.2,0.494,96.9,1.901,49.9,0.86
2,2025-04-27T22:38:45+05:30,231.3,1.747,375.8,4.996,50.0,0.93
2,2025-04-27T22:38:46+05:30,228.7,1.756,373.5,5.1,50.0,0.93
1,2025-04-27T22:38:47+05:30,230.3,0.306,68.4,1.08,50.1,0.97
3,2025-04-27T22:38:48+05:30,231.2,0.638,135.7,1.939,50.0,0.92
5,2025-04-27T22:38:49+05:30,229.4,0.51,108.8,1.947,49.9,0.93
1,2025-04-27T22:38:50+05:30,230.3,0.343,78.2,1.102,49.9,0.99
2,2025-04-27T22:38:51+05:30,231.4,1.449,271.6,5.175,49.8,0.81
2,2025-04-27T22:38:52+05:30,229.7,1.169,233.6,5.24,49.9,0.87
5,2025-04-27T22:38:53+05:30,227.4,0.796,155.7,1.99,50.0,0.86
1,2025-04-27T22:38:54+05:30,233.9,0.227,53.1,1.117,49.8,1.0
3,2025-04-27T22:38:55+05:30,230.3,0.697,142.9,1.979,50.1,0.89
2,2025-04-27T22:38:56+05:30,228.5,1.273,250.2,5.309,50.0,0.86
2,2025-04-27T22:38:57+05:30,228.6,1.82,345.3,5.405,50.0,0.83
2,2025-04-27T22:38:58+05:30,230.8,1.334,283.3,5.484,49.9,0.92
3,2025-04-27T22:38:59+05:30,224.9,0.709,143.5,2.019,49.9,0.9
4,2025-04-27T22:39:00+05:30,232.7,0.407,90.0,1.149,50.1,0.95
5,2025-04-27T22:39:01+05:30,230.8,0.276,61.8,2.007,50.0,0.97
5,2025-04-27T22:39:02+05:30,231.1,0.619,137.3,2.045,50.1,0.96
2,2025-04-27T22:39:03+05:30,227.6,0.853,165.0,5.53,49.8,0.85
4,2025-04-27T22:39:04+05:30,232.6,0.311,69.4,1.168,49.9,0.96
1,2025-04-27T22:39:05+05:30,229.6,0.327,73.6,1.137,50.4,0.98
2,2025-04-27T22:39:06+05:30,227.7,1.845,361.3,5.63,49.8,0.86
3,2025-04-27T22:39:07+05:30,230.6,0.652,138.3,2.057,50.0,0.92
4,2025-04-27T22:39:08+05:30,227.5,0.369,76.4,1.189,50.0,0.91
2,2025-04-27T22:39:09+05:30,231.0,1.254,269.4,5.705,49.9,0.93
5,2025-04-27T22:39:10+05:30,229.6,0.926,187.1,2.097,50.0,0.88
2,2025-04-27T22:39:11+05:30,229.2,1.107,210.6,5.764,50.1,0.83
5,2025-04-27T22:39:12+05:30,230.8,0.596,133.4,2.134,50.0,0.97
4,2025-04-27T22:39:13+05:30,230.1,0.364,82.1,1.212,50.0,0.98
2,2025-04-27T22:39:14+05:30,230.4,1.754,375.8,5.868,49.9,0.93
5,2025-04-27T22:39:15+05:30,228.3,0.614,120.6,2.167,50.0,0.86
3,2025-04-27T22:39:16+05:30,228.2,0.83,164.8,2.103,50.0,0.87
4,2025-04-27T22:39:17+05:30,233.8,0.369,82.8,1.235,50.1,0.96
2,2025-04-27T22:39:18+05:30,233.1,1.126,220.5,5.929,50.1,0.84
4,2025-04-27T22:39:19+05:30,229.3,0.399,86.0,1.259,50.1,0.94
2,2025-04-27T22:39:20+05:30,230.1,1.858,346.3,6.025,49.8,0.81
3,2025-04-27T22:39:21+05:30,229.3,0.437,87.2,2.127,50.0,0.87
4,2025-04-27T22:39:22+05:30,231.2,0.381,81.0,1.281,50.1,0.92
3,2025-04-27T22:39:23+05:30,227.6,0.727,155.5,2.17,50.1,0.94
1,2025-04-27T22:39:24+05:30,230.1,0.305,68.1,1.156,50.0,0.97
3,2025-04-27T22:39:25+05:30,229.4,0.84,175.4,2.219,50.0,0.91
4,2025-04-27T22:39:26+05:30,229.7,0.435,95.9,1.308,50.1,0.96
1,2025-04-27T22:39:27+05:30,230.3,0.363,81.1,1.179,50.0,0.97
1,2025-04-27T22:39:28+05:30,231.5,0.251,56.4,1.195,50.0,0.97
3,2025-04-27T22:39:29+05:30,230.1,0.687,148.6,2.26,50.1,0.94
3,2025-04-27T22:39:30+05:30,231.3,0.613,127.6,2.295,50.2,0.9
2,2025-04-27T22:39:31+05:30,230.2,1.663,356.0,6.124,49.9,0.93
4,2025-04-27T22:39:32+05:30,229.7,0.315,68.7,1.327,50.0,0.95
5,2025-04-27T22:39:33+05:30,230.2,0.884,181.1,2.217,50.0,0.89
4,2025-04-27T22:39:34+05:30,232.1,0.349,75.3,1.348,50.0,0.93
2,2025-04-27T22:39:35+05:30,229.1,1.684,331.8,6.216,49.9,0.86
1,2025-04-27T22:39:36+05:30,231.7,0.32,73.4,1.215,50.0,0.99
5,2025-04-27T22:39:37+05:30,233.0,0.32,64.9,2.235,50.1,0.87
4,2025-04-27T22:39:38+05:30,231.3,0.35,76.9,1.369,49.9,0.95
1,2025-04-27T22:39:39+05:30,228.9,0.298,67.5,1.234,50.1,0.99
5,2025-04-27T22:39:40+05:30,231.0,0.371,81.4,2.258,49.9,0.95
4,2025-04-27T22:39:41+05:30,231.8,0.429,92.5,1.395,50.0,0.93
3,2025-04-27T22:39:42+05:30,232.4,0.748,156.5,2.338,50.0,0.9
